(279097, 26.010440470105404)
(1510384, 26.005871952935617)
(457583, 26.004934944367907)
(1357928, 25.993641204933034)
(1087377, 25.983808992762853)
(163391, 25.976969588427192)
(793114, 25.971133678951418)
(49160, 25.958022740821814)
(1555271, 25.950998756421786)
(1433826, 25.947090039348)
(1573665, 25.941194519457397)
(1527041, 25.938654717512122)
(807882, 25.90556984480285)
(422659, 25.900724483317184)
(1726534, 25.898728172836634)
(615915, 25.895538884895224)
(1738305, 25.893864122662848)
(1573809, 25.891165282491656)
(936123, 25.89016198487481)
(1818256, 25.889856007525708)
(772860, 25.865414181659062)
(1652610, 25.855539528103932)
(945801, 25.835445006334844)
(1102704, 25.809002503944185)
(109178, 25.7954123767606)
(1324194, 25.791941791493944)
(1831114, 25.783342877548545)
(1084858, 25.770501928173086)
(1144107, 25.76424142673306)
(462235, 25.746617873343318)
(847628, 25.745628577779108)
(1170738, 25.730850100380437)
(948365, 25.727541125343674)
(419311, 25.716595134090248)
(1010844, 25.715657092902685)
(1293575, 25.706963266926753)
(1673478, 25.704725218053067)
(1769131, 25.698105211033074)
(67554, 25.695773063279372)
(884487, 25.686298822972798)
(296148, 25.662575691824742)
(1548060, 25.641216975042703)
(1671647, 25.640499881719553)
(1444544, 25.636278687605426)
(753141, 25.630254475862323)
(590382, 25.625368986927608)
(1472735, 25.588915205237473)
(349666, 25.588656761510297)
(1449956, 25.560912289845895)
(821533, 25.546251260379332)
(765357, 25.54386008222306)
(1750324, 25.526312441849203)
(397677, 25.524020622218018)
(1304004, 25.514301429411297)
(15872, 25.511929388464885)
(95717, 25.499504478333673)
(1635277, 25.48623023837306)
(748405, 25.483538471380125)
(819942, 25.47974717999961)
(1820995, 25.46454790199701)
(553206, 25.44855621284093)
(1413885, 25.441866691763618)
(1010645, 25.43842647940787)
(1645379, 25.430890147681513)
(1236986, 25.429289690048616)
(302842, 25.423241047297058)
(482248, 25.408967630903117)
(746265, 25.398492198463764)
(713488, 25.391310257611167)
(345494, 25.39035897682049)
(1508761, 25.389215567399425)
(703288, 25.388642274893712)
(794993, 25.3803564708097)
(1104178, 25.37624896621498)
(568352, 25.369706218164335)
(1845108, 25.365688681269624)
(1309093, 25.36462470751669)
(240840, 25.351120819977908)
(735798, 25.351059564051386)
(1202929, 25.34895404871834)
(194850, 25.345923343120816)
(869864, 25.340103389496456)
(724917, 25.339115389488075)
(346182, 25.33816449080603)
(472712, 25.330786709762688)
(120630, 25.31774179332819)
(282839, 25.303375603214793)
(193763, 25.295698063385462)
(1056265, 25.282411327324883)
(404904, 25.269575084558372)
(108319, 25.269182381336023)
(43030, 25.26769286568293)
(500982, 25.251934546229982)
(1095469, 25.249482261197116)
(774018, 25.247860810272446)
(849827, 25.245034993897963)
(543212, 25.238707957059784)
(1854217, 25.230739249496384)
(33051, 25.22091978648593)
(519231, 25.21356512740295)
(1544087, 25.20038369050397)
(1671552, 25.197932522364695)
(1218256, 25.186566552757444)
(1163068, 25.1776646883524)
(1152823, 25.174027814067774)
(1443796, 25.170092114330135)
(468989, 25.168555395096607)
(1135800, 25.16644687631182)
(1626134, 25.16196072024179)
(1420090, 25.161014005468466)
(652275, 25.160703841815216)
(1685335, 25.15864077542379)
(251243, 25.153576601222056)
(22913, 25.14795928149944)
(662996, 25.14606536315512)
(1158552, 25.1449170991268)
(783202, 25.14018128936209)
(1757898, 25.124218893576682)
(1360933, 25.122155223188624)
(1084195, 25.11404782906139)
(1627904, 25.112858706214254)
(758461, 25.107930395574147)
(1635751, 25.104433862056663)
(1475797, 25.102108228447506)
(266668, 25.092216736720122)
(637806, 25.092158478097268)
(48404, 25.074750891973064)
(1478025, 25.05750853226627)
(188840, 25.048218956486863)
(78423, 25.04787621738893)
(270201, 25.043431174469124)
(1331890, 25.041919884609186)
(436150, 25.037808385187898)
(1824679, 25.021602482593828)
(1758574, 25.020450320636538)
(1849655, 25.016890385021064)
(157444, 24.99842597296304)
(931961, 24.99707777934193)
(601717, 24.99523969590169)
(654589, 24.993783751143766)
(1648375, 24.992191907584598)
(716374, 24.989898514625136)
(9292, 24.98735595935425)
(86260, 24.96295472671952)
(351020, 24.962496742972814)
(902715, 24.95855196850454)
(1601101, 24.958551968504537)
(1713182, 24.956549582281877)
(308435, 24.954356204242593)
(467530, 24.95309354881323)
(1810988, 24.949824023545013)
(1524067, 24.94706347223047)
(354585, 24.938277982796407)
(635697, 24.933313213394484)
(1169846, 24.927708244602353)
(590941, 24.917775617518522)
(700617, 24.903710589430723)
(1810850, 24.899108102966817)
(282355, 24.899095319586657)
(719857, 24.898659259835632)
(1096367, 24.895042176086918)
(960735, 24.893113167649734)
(954949, 24.88640429100239)
(825166, 24.88516825344269)
(1613455, 24.88188949106906)
(658974, 24.88162710690071)
(1623975, 24.88093092354324)
(1640928, 24.876464363660325)
(601921, 24.87151866349268)
(135175, 24.865228728981783)
(266840, 24.862875205411097)
(1561072, 24.862594917272435)
(753447, 24.841632031439538)
(1683322, 24.839098554558397)
(1851807, 24.82491056397568)
(1113842, 24.820868112372555)
(191227, 24.815306985278685)
(1735289, 24.81357935505836)
(1703447, 24.811277938695092)
(1194432, 24.802595483442968)
(515645, 24.797158586220952)
(1269375, 24.792774412648622)
(1174787, 24.79153438313781)
(1043083, 24.782058533071535)
(1310611, 24.766092536524447)
(1310628, 24.766092536524447)
(1310655, 24.766092536524447)
(152142, 24.766092536524443)
(864648, 24.761945438737953)
(1582941, 24.74374447633806)
(770675, 24.733691119586414)
(1704086, 24.728298340355067)
(164880, 24.72431791506138)
(1310492, 24.718161688210067)
(521414, 24.711197333500667)
(1389575, 24.709283981261247)
(1473861, 24.694431918025693)
(597772, 24.6929607586759)
(883006, 24.689759082950975)
(1078064, 24.68839374385162)
(1132799, 24.686277706388477)
(830049, 24.68372372789446)
(265756, 24.683302354250248)
(170340, 24.678144646653774)
(1077994, 24.674920016127345)
(440596, 24.67161845167505)
(795871, 24.667750047527285)
(1280474, 24.667136956517716)
(668714, 24.66376563683874)
(72380, 24.661746404009328)
(1522329, 24.658455804858068)
(117145, 24.652252412068517)
(103742, 24.648532672893715)
(402283, 24.64056040246684)
(1846678, 24.63421521861251)
(977388, 24.63010850072041)
(1239486, 24.629818379464208)
(534713, 24.62709877515335)
(859015, 24.62322144275769)
(441504, 24.621393626336882)
(399355, 24.619513137299553)
(443036, 24.599279992150482)
(1650392, 24.5974758984588)
(476959, 24.59115035156005)
(1467272, 24.58202558628996)
(509011, 24.58152728384266)
(989905, 24.57366436377736)
(1326423, 24.566736704565827)
(1028069, 24.56331378806761)
(945576, 24.55484408075706)
(712811, 24.54784417223384)
(681696, 24.546809262795055)
(1694709, 24.53907233770843)
(1374134, 24.536351627676396)
(1097346, 24.53256885109942)
(1335388, 24.5303212389299)
(61663, 24.524646872348217)
(455164, 24.52398815648294)
(1477670, 24.521030065824903)
(825010, 24.51302094836496)
(1127541, 24.51178702705442)
(1498426, 24.508890531945752)
(1739821, 24.507351839127722)
(755069, 24.507327024058725)
(1244333, 24.503744987648798)
(1709107, 24.503744987648794)
(717055, 24.495493592402294)
(1297080, 24.490752819360118)
(291656, 24.48598464458913)
(1431868, 24.484401781998237)
(55596, 24.483868345074775)
(322004, 24.479526892985625)
(1316832, 24.479417459709058)
(121268, 24.474156174660756)
(742026, 24.47315505827423)
(949805, 24.459086855819436)
(1076890, 24.457888368578114)
(938262, 24.44341786140918)
(1413197, 24.44287608637242)
(821406, 24.435170330659062)
(1560229, 24.42997044772212)
(31020, 24.429639059202866)
(357712, 24.423204527618985)
(1269325, 24.42302024953469)
(955327, 24.42080750628441)
(188683, 24.413409145482376)
(90400, 24.411453068901828)
(41714, 24.400862793377765)
(302106, 24.398718182350667)
(1056178, 24.387899525472086)
(499068, 24.381613670586503)
(510204, 24.380771537995454)
(22115, 24.378383743181995)
(128057, 24.377469911856434)
(1715750, 24.376431915441298)
(1609730, 24.376062247543924)
(1661306, 24.373112745964686)
(9044, 24.373068207319164)
(1809301, 24.371669061128518)
(670905, 24.36714234603788)
(162957, 24.363043931276405)
(1787404, 24.363043931276405)
(1787415, 24.363043931276405)
(590286, 24.359452240856882)
(1634818, 24.35308078796441)
(1321590, 24.350866934265117)
(84115, 24.34677086388868)
(1207689, 24.346324788751573)
(301184, 24.33480888505098)
(1209268, 24.33321773582303)
(368126, 24.326127479005574)
(784420, 24.325484505041878)
(1382449, 24.321711078390713)
(991867, 24.321045119628504)
(1301170, 24.32058073922784)
(374421, 24.320580739227836)
(1397212, 24.318102881234132)
(857576, 24.316905530937095)
(1357691, 24.311644502689735)
(845953, 24.309356444601935)
(191360, 24.307827581694042)
(821497, 24.30581765890345)
(484574, 24.302691391598948)
(647008, 24.29011260917357)
(1640744, 24.28807735781795)
(415957, 24.285969259863393)
(1206535, 24.28353543144423)
(992222, 24.27706627200126)
(1089436, 24.27492424472416)
(1278186, 24.27242121328432)
(1411339, 24.2724135641352)
(1271684, 24.270784050606906)
(700876, 24.26856091899227)
(1710980, 24.267695806634336)
(566404, 24.26442555033564)
(1645939, 24.263292352811742)
(653302, 24.259603905880297)
(390182, 24.256435171493024)
(1488021, 24.255493594650606)
(1390437, 24.251842241357608)
(1713157, 24.24708564504936)
(1344748, 24.241455639450926)
(548113, 24.23801264174142)
(747472, 24.23533697185754)
(1334503, 24.224177538979802)
(789119, 24.223696638089926)
(865141, 24.2205696135347)
(723422, 24.21936363971459)
(481165, 24.21737464970902)
(1110162, 24.207727814996836)
(1269059, 24.203118949111744)
(968815, 24.20302153768751)
(202798, 24.200683035888456)
(221653, 24.192537614736437)
(941839, 24.189960636492774)
(912734, 24.188083083434726)
(1031340, 24.176252526832457)
(255002, 24.174525788975252)
(659435, 24.171106729736707)
(132620, 24.167191673636484)
(772945, 24.143747190178704)
(908386, 24.140829675690753)
(1265425, 24.133879657188743)
(133319, 24.125858662489776)
(364300, 24.122928590870124)
(1159787, 24.120165348666305)
(1480228, 24.116372514494216)
(1645021, 24.114759549001665)
(1534987, 24.113561959380426)
(1726582, 24.113001297794046)
(1442634, 24.104758427567354)
(1583133, 24.103113451717565)
(1839138, 24.101115880646518)
(1286268, 24.10043161468062)
(977603, 24.099567427490783)
(979666, 24.094982220034396)
(1125299, 24.09099382075345)
(367780, 24.085295855136224)
(1086023, 24.08431715481594)
(24254, 24.082123459529736)
(211526, 24.079086166082014)
(484222, 24.0685256407563)
(96109, 24.06820159100006)
(1650366, 24.06759124991491)
(893822, 24.06415770232101)
(447562, 24.061848975866514)
(102319, 24.043510351757444)
(179313, 24.038247314854335)
(1397654, 24.037602260581522)
(55537, 24.037275876381447)
(1609353, 24.03449144953734)
(88564, 24.033769279706917)
(1295907, 24.02267004121762)
(275987, 24.02255876497439)
(1836570, 24.021304068784914)
(713788, 24.021015405062663)
(1360469, 24.016923046691865)
(358305, 24.006017986654523)
(698463, 24.005103804013718)
(347390, 24.002060883748648)
(1348369, 23.997712044594277)
(718560, 23.99380656774666)
(1578504, 23.984629466548547)
(1356217, 23.98430062610008)
(853581, 23.98009040527877)
(280640, 23.97859564051946)
(1681048, 23.975611314049864)
(701555, 23.97532035190552)
(901781, 23.974833643990618)
(251861, 23.974449920542547)
(384732, 23.973787393487832)
(1739909, 23.972105834077624)
(591599, 23.97075092603561)
(1052230, 23.970242696398437)
(1560489, 23.964846869019414)
(1147740, 23.95325141471162)
(575098, 23.95305839651546)
(423641, 23.95033452648237)
(503682, 23.945843612361518)
(1713432, 23.94368414803908)
(41546, 23.94220462032557)
(546518, 23.939968967724653)
(1553685, 23.93981213441082)
(1644975, 23.938414271790847)
(559980, 23.935984186362894)
(1170919, 23.93408153900798)
(1803470, 23.932967636203404)
(186007, 23.92984056172711)
(595831, 23.928945240118935)
(1077719, 23.92637615793808)
(1013440, 23.924338196399304)
(907106, 23.921924231655456)
(1415529, 23.92033512596912)
(1059704, 23.9192750530169)
(41260, 23.918575956597675)
(229850, 23.916545027811775)
(780507, 23.912579516971633)
(850763, 23.908043896794805)
(14497, 23.904043702622424)
(1081238, 23.902305624668035)
(1800573, 23.89984592663465)
(641778, 23.89821456700143)
(1762054, 23.897589624639874)
(612434, 23.896104044404602)
(522829, 23.89130471656877)
(1683568, 23.89130471656877)
(1249425, 23.888835210206754)
(1024533, 23.88694501408287)
(1189541, 23.88506908573533)
(743279, 23.884330140354646)
(1347889, 23.87933463174989)
(1573674, 23.868191567439226)
(957388, 23.86225562560199)
(1847591, 23.861537266665003)
(647962, 23.85835340431609)
(1335289, 23.85237406856623)
(1151675, 23.851509768003883)
(1618014, 23.84798337501613)
(440442, 23.84714927979338)
(1610856, 23.844370935729916)
(956670, 23.842166004622488)
(1232837, 23.834828109404324)
(1015187, 23.83377344144008)
(103355, 23.830854717839223)
(243926, 23.83034550150715)
(332917, 23.828321717499247)
(904491, 23.827830592645075)
(1693025, 23.82494244423448)
(1667974, 23.82219321033818)
(1646172, 23.8210935359282)
(1224532, 23.813986329338974)
(956814, 23.80572816631836)
(725148, 23.798859722818815)
(1188570, 23.798859722818815)
(1421667, 23.798859722818815)
(78554, 23.797649614859555)
(1516960, 23.793863517194666)
(763578, 23.793244498564246)
(442342, 23.786884461167016)
(1390653, 23.786389321290375)
(748009, 23.784974710137107)
(1319333, 23.77697757631234)
(1710943, 23.7758061022747)
(275022, 23.775375578984477)
(1081387, 23.77398498580414)
(794659, 23.77208235460503)
(1615086, 23.766486908183637)
(1768021, 23.76470583999664)
(898884, 23.763696915736233)
(1029107, 23.76218875873473)
(458423, 23.757228588911197)
(690624, 23.757228588911197)
(1266758, 23.75588516739665)
(1592374, 23.750858844124945)
(1279615, 23.749660673997113)
(1487518, 23.748350308605815)
(1662790, 23.745694506546595)
(629189, 23.743560927838644)
(920323, 23.7427336374559)
(1368976, 23.74123369521456)
(421377, 23.73829871569359)
(1353846, 23.734592153605924)
(915626, 23.731782659275616)
(268959, 23.723961840733274)
(590991, 23.72374722249219)
(711348, 23.71790288727214)
(512546, 23.717185368590318)
(1807603, 23.716635506128)
(1836465, 23.716409966909726)
(1105273, 23.715807608891378)
(1178109, 23.714107025237702)
(1707226, 23.713073466409114)
(831590, 23.70721192034356)
(1212311, 23.702416373161565)
(1753816, 23.70040689844801)
(1094, 23.698824513041245)
(494704, 23.697531064979916)
(554262, 23.69671633159566)
(919780, 23.695377567180042)
(1078144, 23.687869777497795)
(1798056, 23.682422585898422)
(1297705, 23.681174162517856)
(1506778, 23.677426245063717)
(392526, 23.676997503281456)
(887538, 23.675214250427153)
(982731, 23.673501642505894)
(1064181, 23.667096784922315)
(1649029, 23.661825435043777)
(188652, 23.65621162947815)
(153920, 23.655588055679615)
(450765, 23.65096422674474)
(1276126, 23.6485113742039)
(512643, 23.644214477045992)
(440901, 23.642427617437512)
(359042, 23.639768097781612)
(649208, 23.631102415438615)
(303983, 23.62567439568757)
(1498211, 23.62166499305962)
(1503609, 23.620743985552448)
(1334936, 23.612905542284448)
(718323, 23.612575283837074)
(1758885, 23.608772043801146)
(388010, 23.60459783104535)
(1513422, 23.602979914878958)
(1487171, 23.590200362213423)
(855028, 23.58688203939468)
(1753785, 23.58613727522457)
(1332236, 23.58068389473191)
(1316144, 23.571951091563918)
(528951, 23.569850888093846)
(1252398, 23.565637289214262)
(1849108, 23.564043607032417)
(14729, 23.56281400947688)
(1185125, 23.559993893164243)
(1418456, 23.55503794615803)
(1214013, 23.554048596258486)
(1433150, 23.552950365007934)
(649140, 23.548467557066317)
(517437, 23.54760586677239)
(709614, 23.54468116603082)
(1206700, 23.543629585249832)
(248072, 23.53980251735975)
(430364, 23.532602029222268)
(1422229, 23.53137551344024)
(683855, 23.530600886483175)
(626698, 23.526323767690236)
(1050927, 23.52598295451537)
(278417, 23.52523364691773)
(1773927, 23.520275570949188)
(1282026, 23.514047837148464)
(699731, 23.51118968703286)
(1494750, 23.50992770600112)
(1810445, 23.50238264025556)
(1036632, 23.501299487162427)
(892999, 23.50056036651311)
(1106328, 23.49990351731043)
(669254, 23.493654459240908)
(956485, 23.4862213284621)
(1120956, 23.483622793063276)
(1078811, 23.48006372748189)
(859328, 23.47940755071503)
(1625548, 23.468152013883227)
(435036, 23.46739776096948)
(56783, 23.464701505096972)
(1424279, 23.459315437044353)
(1422058, 23.452956077391434)
(1270684, 23.45159717560031)
(1209723, 23.450235017588422)
(981054, 23.450059102470917)
(369560, 23.449950349821645)
(1472015, 23.44847823498546)
(479739, 23.447320337620585)
(471435, 23.445253872641626)
(1493292, 23.444422033336643)
(1279812, 23.44342180494358)
(240653, 23.437719056927143)
(935050, 23.437719056927143)
(1400746, 23.437719056927143)
(663403, 23.43768095539168)
(1481748, 23.437546383863626)
(195712, 23.42949749033712)
(346962, 23.422410093861178)
(764052, 23.420699625801745)
(1294766, 23.416135835705482)
(362846, 23.415347407972416)
(1710484, 23.413105987446244)
(370195, 23.406469776464526)
(1531645, 23.40300732570042)
(876560, 23.401588862493185)
(1053068, 23.399812549192088)
(724671, 23.398461079214577)
(1311760, 23.397292917215868)
(740732, 23.393890450433794)
(354125, 23.393302125392747)
(1788201, 23.389233079296254)
(197334, 23.387427737588116)
(1048288, 23.381061535385836)
(1054901, 23.37716563208684)
(510356, 23.3770980318171)
(1165139, 23.376113106203547)
(668690, 23.370444089409837)
(527056, 23.36663063460899)
(227497, 23.36646534036974)
(1281471, 23.36130318637068)
(31662, 23.359758435809674)
(11505, 23.35934939820671)
(431970, 23.35825637705418)
(810670, 23.351861819353346)
(978850, 23.35096808789992)
(1689493, 23.34732522465455)
(523139, 23.339951718632417)
(1529843, 23.33987009199405)
(1704602, 23.338285132137354)
(516300, 23.333983086080035)
(168292, 23.332509091795448)
(330266, 23.326818808034254)
(251114, 23.31543976531083)
(627597, 23.314813352802137)
(177539, 23.314230859702924)
(586532, 23.31258422015315)
(865367, 23.309294110449724)
(962260, 23.30923489996949)
(1439686, 23.301225492911833)
(206968, 23.298613962456507)
(24573, 23.29737722122239)
(752644, 23.296566318082274)
(97728, 23.295510845089026)
(467030, 23.289721043034582)
(975893, 23.28014087732887)
(627131, 23.27918337369339)
(816054, 23.27363381434264)
(312691, 23.273115636007653)
(1745904, 23.265628482706127)
(1785471, 23.264322995525166)
(1335904, 23.263258524498468)
(1713498, 23.26241063524084)
(901560, 23.26234618987266)
(1402632, 23.26087413475853)
(692882, 23.257550411399208)
(1419025, 23.255455318645105)
(1762775, 23.255356214826314)
(1373373, 23.255348878292104)
(1823952, 23.252889384166053)
(153505, 23.252689146110477)
(46981, 23.25084574301428)
(822476, 23.24960707434708)
(309109, 23.24879041821025)
(1576116, 23.24823316609122)
(1716619, 23.247714607970273)
(400134, 23.245662091058534)
(555835, 23.24363819419742)
(1210577, 23.243365179915294)
(1771154, 23.2419238165813)
(1532858, 23.240918713824307)
(289753, 23.2394234726041)
(1439004, 23.2367430874775)
(1821405, 23.235594819331638)
(1176716, 23.23439359340728)
(1411505, 23.231833776677753)
(994591, 23.22915403746834)
(759458, 23.22757950251019)
(821643, 23.226492366106424)
(320804, 23.222947370267807)
(1477788, 23.222453117236693)
(509924, 23.219618434516203)
(1239154, 23.2179405969163)
(284565, 23.215753729445623)
(220035, 23.2154693108779)
(604909, 23.21536067563973)
(1576357, 23.211506250767027)
(1075751, 23.21087640204386)
(1698955, 23.20970465946384)
(182355, 23.20624844366021)
(164048, 23.203539022507314)
(61006, 23.200731488625642)
(985938, 23.20021816785215)
(751569, 23.19729201273293)
(476675, 23.1967447244825)
(210448, 23.194539160227247)
(977694, 23.193389009204736)
(328363, 23.193214519396616)
(716096, 23.19246225757251)
(1377568, 23.191580508302717)
(144246, 23.1899577373433)
(1302745, 23.189957737343292)
(598952, 23.1888950528536)
(251864, 23.176792016623576)
(1637923, 23.175359723023334)
(679232, 23.17428852688098)
(247641, 23.170395494578383)
(298124, 23.169699587127795)
(803172, 23.166556259502908)
(846628, 23.166172610312653)
(694038, 23.165696191341873)
(72721, 23.16363558497293)
(484255, 23.162827572375257)
(47843, 23.162430515615526)
(48381, 23.161261459158577)
(469454, 23.16089684913746)
(1287640, 23.159014457201206)
(1053343, 23.158463102244696)
(1702011, 23.155935969289814)
(1120028, 23.15352539992167)
(197913, 23.149084504068366)
(421827, 23.144009904165365)
(370219, 23.1431634153116)
(486236, 23.141629832058413)
(910814, 23.139625167848212)
(933561, 23.139482618794112)
(1365707, 23.13703383399176)
(37792, 23.133513301741356)
(1738681, 23.12779789054722)
(1415610, 23.12613446645876)
(13193, 23.1215633713762)
(1732666, 23.119112347777452)
(1295383, 23.116112225517536)
(813997, 23.108211809707058)
(79041, 23.105268770604415)
(453212, 23.10177689890839)
